x,E_C(x),E_N(x),E_T(x),E_C(x)/E_T(x),E_N(x)/E_T(x)
344.7764054734464,151.932859669489,159.68609933575905,311.61895900524803,0.4875597433304123,0.5124402566695878
349.57755743632754,157.08615126398678,166.23720444341055,323.32335570739735,0.4858484501384036,0.5141515498615963
354.44556739704353,157.08615126398678,172.10367250034383,329.18982376433064,0.4771901800234441,0.5228098199765558
359.38136638046257,162.27353706982754,172.79960908299137,335.07314615281894,0.4842928743559128,0.5157071256440872
364.3858983763544,167.47203410109336,167.60111205172555,335.07314615281894,0.49980738839845235,0.5001926116015476
369.46012051993023,167.47203410109336,173.50647389978013,340.9785080008735,0.49115129010026737,0.5088487098997326
374.6050032748993,167.47203410109336,179.42805231942393,346.90008642051725,0.482767346151887,0.5172326538481131
379.8215306190736,167.47203410109336,185.36558852450636,352.8376226255997,0.4746433581965265,0.5253566418034736
385.1107002325569,172.72430752914,186.06135008564038,358.78565761478035,0.4814136347517826,0.5185863652482174
390.473523688556,177.98699771804488,186.76223924035392,364.7492369583988,0.4879708569159942,0.5120291430840058
395.91102664684587,183.27020144678286,181.47903551161593,364.7492369583988,0.5024553388378592,0.4975446611621408
401.4242490499322,188.56350627150735,188.1636283948852,376.72713466639254,0.5005307261407865,0.4994692738592134
407.01424532194386,188.56350627150735,188.1636283948852,376.72713466639254,0.5005307261407865,0.4994692738592134
412.68208457029516,188.56350627150735,194.177343550928,382.74084982243534,0.4926662684659541,0.5073337315340459
418.42885079015844,188.56350627150735,194.177343550928,382.74084982243534,0.4926662684659541,0.5073337315340459
424.2556430717777,193.91536440498342,200.90598917105646,394.8213535760399,0.49114710399683753,0.5088528960031625
430.1635758106795,193.91536440498342,200.90598917105646,394.8213535760399,0.49114710399683753,0.5088528960031625
436.15377892080056,193.91536440498342,213.04283498916269,406.9581993941461,0.476499465285802,0.523500534714198
442.2273980505897,193.91536440498342,219.12733440223786,413.0426988072213,0.4694801892515456,0.5305198107484543
448.3855948021191,199.32253617644352,219.81373240082286,419.1362685772664,0.47555544847748976,0.5244445515225102
454.6295469532399,204.7474861939249,220.49580527108375,425.24329146500867,0.48148316576270467,0.5185168342372953
460.9604486828434,210.18120819747915,221.18676665842366,431.36797485590284,0.487243421970974,0.512756578029026
467.37951079924636,215.63224665104485,234.15318255960977,449.7854292106546,0.4794113651690896,0.5205886348309103
473.8879609717651,215.63224665104485,234.15318255960977,449.7854292106546,0.4794113651690896,0.5205886348309103
480.4870439655134,221.10871020297637,234.8484196050892,455.9571298080656,0.48493311267235084,0.515066887327649
487.1780218794631,226.59350713646703,235.5518867946811,462.14539393114813,0.49030783409739154,0.5096921659026085
493.9621743878321,226.59350713646703,241.74833092247562,468.34183805894264,0.4838207666340272,0.5161792333659728
500.8407989848212,226.59350713646703,247.96093701822713,474.5544441546941,0.4774868509346477,0.5225131490653524
507.81521123276707,232.1189600755988,248.65607424919511,480.7750343247939,0.4828016088680424,0.5171983911319576
514.8867450137498,237.66803616049404,249.33944618085044,487.0074823413445,0.4880172169385933,0.5119827830614068
522.0567527846976,237.66803616049404,255.59519622260382,493.26323238309783,0.48182799883999217,0.518172001160008
529.3266058360562,243.2401901926718,256.282623654491,499.52281384716275,0.4869451073101441,0.5130548926898559
536.6976945540476,243.2401901926718,256.282623654491,499.52281384716275,0.4869451073101441,0.5130548926898559
544.1714286865888,254.43702039315335,251.37921273285588,505.81623312600925,0.5030226468231356,0.4969773531768644
551.7492376129129,254.43702039315335,257.68366153527785,512.1206819284312,0.49683019915354815,0.5031698008464519
559.4325706169377,260.0610378993407,258.3822092690178,518.4432471683585,0.5016191055043077,0.49838089449569223
567.2228971644544,271.3448394663177,253.4316873301805,524.7765267964982,0.5170674098606203,0.4829325901393798
575.1217071841613,271.3448394663177,266.1229569739628,537.4677964402805,0.5048578561608157,0.4951421438391843
583.1305113526219,271.3448394663177,272.4807992404709,543.8256387067886,0.4989555845722404,0.5010444154277597
591.2508413831881,277.02501207533476,273.17565145128196,550.2006635266167,0.5034981424771279,0.4965018575228721
599.4842503189409,277.02501207533476,285.95610744839513,562.9811195237298,0.4920680329558691,0.507931967044131
607.832312829723,277.02501207533476,298.7632311739899,575.7882432493246,0.4811230783595193,0.5188769216404807
616.2966255132942,282.751859822922,299.4547483623389,582.2066081852608,0.4856555316406663,0.5143444683593337
624.8788072006888,288.4916527351012,306.56792974674966,595.0595824818508,0.4848113722190166,0.5151886277809834
633.5804992658254,294.2378559256413,307.2690324187507,601.5068883443921,0.48916789088735385,0.5108321091126461
642.4033659394191,299.9967576995186,307.97316010179406,607.9699178013127,0.49344013398629843,0.5065598660137015
651.3490946272802,299.9967576995186,320.91165112053255,620.9084088200511,0.4831578272061416,0.5168421727938585
660.4193962330305,299.9967576995186,333.88395178431153,633.8807094838301,0.47327005414600226,0.5267299458539978
669.6160054853216,305.79887607489565,334.5755872487862,640.3744633236818,0.47753134078416154,0.5224686592158385
678.9406812696112,311.61895900524803,341.7849209209908,653.4038799262389,0.4769162972225171,0.5230837027774828
688.3952069645496,311.61895900524803,348.31141578056156,659.9303747858096,0.4721997515364991,0.5278002484635009
697.981390783066,317.4682837851949,349.0002308243824,666.4685146095774,0.4763440084955407,0.5236559915044592
707.7010661181889,329.18982376433064,343.8311987322813,673.021022496612,0.4891226466346938,0.5108773533653062
717.5560918936922,329.18982376433064,350.39505425881345,679.584878023144,0.48439839438734494,0.5156016056126551
727.5483529196233,335.0731461528189,357.6785197055797,692.7516658583986,0.48368436001900467,0.5163156399809953
737.6797602527731,340.97850800087343,358.37030355941175,699.3488115602852,0.4875657216606,0.5124342783393999
747.9522515621821,346.90008642051725,365.6647191054339,712.5648055259512,0.4868330343153376,0.5131669656846624
758.367791499719,352.8376226255997,372.9779518055531,725.8155744311528,0.4861257253981233,0.5138742746018767
768.9283720758306,358.78565761478035,373.66455017423414,732.4502077890145,0.4898430689204339,0.5101569310795661
779.6360130405237,364.7492369583988,380.99634084870877,745.7455778071076,0.4891068050727936,0.5108931949272064
790.4927622696421,364.7492369583988,387.66456909712616,752.4138060555249,0.48477212143483966,0.5152278785651604
801.5006961565405,370.733173239086,388.36148749522914,759.0946607343151,0.48838859290678566,0.5116114070932144
812.6619200091945,376.72713466639254,395.76159303909657,772.488727705489,0.48767978244210647,0.5123202175578936
823.9785684528512,382.74084982243534,403.1713571931832,785.9122070156186,0.4870020422202566,0.5129979577797433
835.4528058382872,382.74084982243534,416.6093820433422,799.3502318657775,0.47881496065757456,0.5211850393424255
847.0868266557402,394.8213535760398,411.2610889962049,806.0824425722446,0.48980269600730597,0.5101973039926941
858.8828559546249,394.8213535760398,424.76328646229433,819.5846400383341,0.48173347118556664,0.5182665288144335
870.8431497690724,406.95819939414605,426.14262425725576,833.1008236514018,0.48848613257935203,0.511513867420648
882.9699955494083,413.0426988072212,433.615689462489,846.6583882697103,0.4878504772761348,0.5121495227238652
895.2657125996401,419.1362685772663,441.0932898753573,860.2295584526237,0.4872376965646314,0.5127623034353685
907.7326525210224,425.24329146500855,441.79640943773023,867.0397009027388,0.49045423297486435,0.5095457670251357
920.3731996618221,431.36797485590284,449.30955506645165,880.6775299223546,0.4898137629262945,0.5101862370737054
933.1897715733239,443.6390999529857,443.87253870818256,887.5116386611683,0.4998684869330001,0.5001315130669999
946.1848194721993,449.7854292106546,451.41583587233754,901.2012650829922,0.499095425891611,0.500904574108389
959.3608287093147,455.95712980806553,458.9570492717669,914.9141790798324,0.4983605459767175,0.5016394540232826
972.7203192450537,455.95712980806553,472.7095742355115,928.666704043577,0.49098037845305376,0.5090196215469462
986.265846131282,468.34183805894264,474.09996175682437,942.441799815767,0.49694510382550555,0.5030548961744945
1000.0,474.5544441546942,481.69082096536465,956.2452651200588,0.49626854266840503,0.503731457331595
1013.9254075588153,480.7750343247939,489.3076173198672,970.0826516446612,0.4956021360754121,0.5043978639245879
1028.0447320933097,487.0074823413444,496.9302841547041,983.9377664960485,0.4949576069995279,0.5050423930004722
1042.3606739764011,493.2632323830978,511.4990550571865,1004.7622874402844,0.49092530496912556,0.5090746950308744
1056.875971184804,499.5228138471627,519.1525635723949,1018.6753774195577,0.4903650612548636,0.5096349387451363
1071.5933998226712,499.5228138471627,540.0628600003758,1039.5856738475386,0.4805018253073971,0.5194981746926028
1086.5157746525383,505.8162331260092,533.7694407215293,1039.5856738475386,0.48655560176581475,0.5134443982341852
1101.645949633657,512.1206819284312,555.4480347405134,1067.5687166689445,0.47970746419618154,0.5202925358038185
1116.9868184678226,518.4432471683584,563.1424725071901,1081.5857196755485,0.4793362539252828,0.5206637460747172
1132.5413151528114,524.7765267964982,577.8804411970077,1102.656967993506,0.4759200204859983,0.5240799795140015
1148.312414543511,537.4677964402805,565.1891715532254,1102.656967993506,0.4874297374806467,0.5125702625193532
1164.3031329208768,543.8256387067886,579.9885963682268,1123.8142350750154,0.48391061594845153,0.5160893840515485
1180.5165285688056,550.2006635266167,580.6791849119963,1130.879848438613,0.48652442103930815,0.513475578960692
1196.9557023590428,556.5858579256144,595.5315181459036,1152.117376071518,0.48309822374475164,0.5169017762552484
1213.6237983442404,569.3797144582651,596.929423344277,1166.309137802542,0.48818936249701406,0.511810637502986
1230.5240043592617,582.2066081852608,605.429691955522,1187.6363001407829,0.49022298166218553,0.5097770183378145
1247.6595526308697,595.0595824818508,606.8127441575091,1201.87232663936,0.49511047828660715,0.5048895217133929
1265.0337203959039,601.506888344392,614.6336098391378,1216.1404981835299,0.49460312294740927,0.5053968770525906
1282.64983052806,607.9699178013127,622.4766830398283,1230.446600841141,0.4941050813466433,0.5058949186533568
1300.5112521734086,620.9084088200512,638.1877519638078,1259.096160783859,0.4931381956033449,0.5068618043966552
1318.6214013947485,633.8807094838301,646.7342540692904,1280.6149635531206,0.4949814952381168,0.5050185047618831
1336.9837418249465,640.3744633236818,661.8019497210106,1302.1764130446923,0.4917724333728224,0.5082275666271777
1355.601785329369,653.4038799262388,648.7725331184536,1302.1764130446923,0.5017783100513074,0.49822168994869276
1374.4790926775368,659.9303747858096,663.9071405040262,1323.8375152898357,0.4984980159300948,0.5015019840699053
1393.6192742241421,666.4685146095773,664.5995638336678,1331.0680784432452,0.5007020492813918,0.4992979507186081
1413.0259905995338,673.0210224966119,672.5412044331974,1345.5622269298092,0.5001782964971117,0.49982170350288846
1432.702953409831,679.584878023144,687.7659313001619,1367.3508093233058,0.4970084292848495,0.5029915707151505
1452.6539259467813,686.1627393808651,710.284555056672,1396.447294437537,0.4913631485513663,0.5086368514486338
1472.8827239075017,699.3488115602852,718.9590728099464,1418.3078843702315,0.49308674038064426,0.5069132596193557
1493.393216124252,712.5648055259512,742.2642927773694,1454.8290983033207,0.48979279171482926,0.5102072082851706
1514.189325304352,725.8155744311528,743.6466043325433,1469.462178763696,0.4939328040697201,0.5060671959302798
1535.2750287804226,732.4502077890145,751.6740847232344,1484.1242925122488,0.4935234949555072,0.5064765050444929
1556.654359271062,745.7455778071076,760.4135072210701,1506.1590850281777,0.4951306838833402,0.5048693161166597
1578.331405652118,752.4138060555249,775.8134647223221,1528.227270777847,0.4923441823365424,0.5076558176634576
1600.3103137387002,759.0946607343152,791.2401162658834,1550.3347770001988,0.4896327373905113,0.5103672626094886
1622.595287078087,772.488727705489,822.1561390739748,1594.6448667794639,0.4844268111341951,0.5155731888658049
1645.1905877536624,779.1992508149415,830.2407296491125,1609.4399804640539,0.48414309341953404,0.515856906580466
1668.100537200059,799.3502318657775,832.3376719776466,1631.687903843424,0.48989162080745724,0.5101083791925427
1691.3295170296487,806.0824425722446,833.0254411948412,1639.1078837670857,0.4917812003439717,0.5082187996560283
1714.8819698705393,819.5846400383341,849.2755771809066,1668.8602172192407,0.49110442659120807,0.508895573408792
1738.7624002162504,833.1008236514019,858.1194858902941,1691.220309541696,0.4926033698573334,0.5073966301426667
1762.9753752872057,846.6583882697103,874.4313761515468,1721.089764421257,0.4919315690395801,0.5080684309604199
1787.5255259042356,860.2295584526239,883.3172339298104,1743.5467923824344,0.4933791064346375,0.5066208935653624
1812.4175473742378,860.2295584526239,905.8043778163784,1766.0339362690024,0.4870968449620969,0.5129031550379031
1837.6562003881704,873.8542437999988,907.2005487883566,1781.0547925883554,0.4906386077713262,0.5093613922286738
1863.2463119315598,887.5116386611685,908.5933411640285,1796.104979825197,0.4941312721862973,0.5058687278137026
1889.1927762076664,901.2012650829922,940.1250558179661,1841.3263209009583,0.48943050172770886,0.5105694982722911
1915.500555573528,914.9141790798324,949.071991738655,1863.9861708184874,0.49083742862646246,0.5091625713735375
1942.1746814890264,928.666704043577,950.4520885365473,1879.1187925801244,0.4942032976895894,0.5057967023104105
1969.2202554791716,942.4417998157669,951.828161804488,1894.269961620255,0.49752243286888936,0.5024775671311106
1996.6424501097933,956.2452651200588,968.394131514586,1924.6393966346448,0.49684385905854095,0.503156140941459
2024.4465099768038,963.1619801404124,999.4953754255412,1962.6573555659536,0.4907438261747294,0.5092561738252706
2052.6377527092523,983.9377664960487,1001.5694143267574,1985.507180822806,0.4955599133558907,0.5044400866441092
2081.221569986339,1004.7622874402844,1011.279291816751,2016.0415792570352,0.49838371280545013,0.50161628719455
2110.2034285685945,1018.6753774195575,1027.9449062671931,2046.6202836867506,0.4977354058001083,0.5022645941998918
2139.5888713434215,1039.5856738475386,1045.3403034569878,2084.9259773045264,0.4986199439039824,0.5013800560960177
